Did,Oid,Cid,Onum,Duint_price
63877,23,5802,1,921
48325,20,44457,2,296
17015,46,66549,9,918
22249,67,32533,4,958
22856,94,52502,1,459
26607,66,50574,2,255
5153,5,70587,5,457
59875,84,99351,10,100
44046,37,73546,7,262
35281,6,16772,2,703
18701,66,8511,5,526
26713,97,40235,3,793
45963,33,3347,7,164
35749,85,43119,3,417
37921,39,20421,6,355
27624,87,55394,9,184
24770,45,23498,2,871
3954,99,60348,9,630
31976,36,69903,9,384
65616,46,19915,4,879
52274,74,28133,10,76
19218,78,62909,6,493
67958,38,10841,3,261
15579,42,84951,3,667
10936,28,22601,10,287
38214,43,34384,7,702
49182,86,32029,6,1000
24346,84,10935,1,769
55335,34,80197,3,766
21396,33,2297,6,878
4419,32,32550,1,21
32317,3,85672,10,771
45992,20,18127,2,287
18428,78,3236,9,153
15378,42,74126,6,111
53122,20,78788,7,279
64341,10,4482,6,546
68950,76,19119,3,181
26978,37,25368,7,770
27459,39,63841,7,947
25940,31,41300,10,673
20650,99,24187,7,542
17143,16,57453,5,654
20462,19,81149,10,786
41604,61,48796,6,179
22513,65,371,4,160
49913,77,11608,4,20
20617,5,84550,3,986
13656,9,82218,3,44
31542,45,91050,7,318
2950,71,79688,5,903
18431,85,37330,4,605
51199,89,69835,7,871
50302,72,82722,7,226
74687,60,61263,4,99
78611,34,43902,3,413
58034,30,72603,8,32
57276,27,61944,5,665
78682,63,75093,1,36
15733,14,7615,7,745
77724,6,73662,1,481
74502,18,7853,3,575
55263,36,65836,5,962
19853,63,38724,1,821
39597,80,51888,4,349
72389,7,19808,5,155
48504,8,41052,8,290
50765,53,11873,10,237
3122,35,22038,5,688
63635,94,53072,1,268
71034,40,28229,10,684
24869,72,80916,3,244
51978,69,18277,4,621
5275,51,83814,6,760
8611,18,95554,9,503
60929,25,32605,2,594
78669,39,44848,7,320
65251,52,81606,1,550
20985,38,30087,2,788
55620,37,38540,9,652
68702,34,85750,3,865
44255,9,42275,7,163
70372,25,3335,7,502
73530,71,40856,8,353
19855,58,645,3,997
19982,1,16990,5,453
71357,34,13668,4,796
64007,60,82054,10,935
29501,34,19439,1,83
63657,71,6747,8,82
38983,49,23724,6,572
61184,36,82695,3,687
8230,37,26261,9,216
25602,80,73162,8,780
52914,15,37025,8,567
43877,48,63444,10,454
54157,71,72536,2,233
42998,93,91229,9,689
37289,54,11210,7,194
27421,72,29408,3,571
21613,55,70784,4,752
27436,42,13606,3,137
4280,13,49959,7,159
60725,65,88311,5,62
11400,22,76865,8,416
28043,44,19854,6,723
72501,18,2285,6,714
49565,60,57357,8,216
15594,89,20467,1,418
72933,45,13580,3,783
12931,41,68734,2,268
57744,92,81305,8,474
58454,91,79358,3,677
6445,15,95214,2,778
69808,50,22107,9,652
61010,39,48515,1,958
32733,49,68473,4,324
17410,56,68525,7,908
37588,81,7749,10,875
7176,18,59111,8,880
53106,100,85266,8,310
66295,61,74833,8,255
14901,50,6106,1,372
20118,83,22256,8,836
57981,31,43141,6,421
54276,55,73442,7,367
64408,55,95855,9,865
30503,11,90730,7,826
1960,93,54406,10,230
26269,73,28605,3,968
21596,3,7512,7,997
19416,91,31344,10,880
22052,23,90550,5,947
8119,59,79236,5,82
66940,77,57450,1,924
42255,65,22515,5,810
12015,90,5707,2,680
78290,41,18398,5,510
74407,80,4821,9,388
28771,14,75337,1,342
41641,64,23810,9,71
74435,31,28456,8,154
31962,4,72846,7,683
50841,51,58163,8,911
38553,33,25429,4,901
33567,39,13095,8,919
70443,49,53528,8,722
59419,98,2249,2,957
26805,56,58829,10,664
22680,71,80754,6,15
51251,16,50298,6,526
76687,87,57426,7,143
3780,55,61395,9,554
29572,53,47339,7,568
70456,33,78199,9,635
72919,40,22070,8,24
64602,18,58648,2,191
30479,2,2042,10,625
38502,20,55434,5,806
63812,21,85902,9,966
2295,1,33196,8,359
21368,32,84773,5,54
67627,51,43112,5,169
74826,40,11882,7,432
59480,16,15331,9,666
65233,9,87274,10,485
40759,78,63185,2,652
47312,90,24716,5,71
36064,65,61548,9,569
48319,87,11155,5,341
9988,14,70851,2,976
56648,94,80569,4,818
7991,50,88201,9,304
72452,47,48894,6,73
49614,27,67467,2,799
31583,52,33241,1,642
62484,85,58545,9,873
11025,89,52838,8,673
13336,79,70405,6,731
3216,54,59257,2,632
20236,18,40940,6,971
73935,26,22197,10,535
41634,20,45220,8,577
66887,31,75862,7,541
35852,45,81679,4,118
2497,84,28851,10,816
74380,96,66987,3,575
60701,12,77120,1,427
21408,10,88785,3,64
75515,76,12209,5,931
76871,95,10346,4,571
48613,22,80377,3,431
3686,57,24074,5,965
8017,26,80757,1,208
66119,80,21702,8,786
65907,87,83060,5,608
14433,42,59031,6,713
25306,8,32311,2,364
64640,5,24804,1,186
12979,6,96582,9,423
72234,59,76661,6,760
753,100,9150,2,130
17221,68,70778,5,757
49161,69,46920,3,413
66585,58,93070,4,674
9470,71,95709,8,989
26524,59,7951,2,905
56958,71,46133,8,501
73948,44,66629,9,863
58655,5,25066,2,881
45135,72,6641,3,8
9279,4,29248,1,575
37512,26,33612,4,759
1125,93,99146,10,456
45002,95,5706,1,944
63608,75,72209,9,333
69284,21,67524,1,48
28279,13,11153,5,127
78367,19,83059,10,320
32439,50,46447,7,273
48727,27,7689,6,173
28012,93,3876,3,145
39746,71,56583,9,686
79025,28,3404,9,403
30904,23,73885,7,130
16066,41,55759,9,662
67838,2,2117,4,303
27433,91,1493,9,5
69413,42,53206,4,737
51897,98,24674,7,138
18116,66,13278,4,308
9518,48,56598,9,44
28394,52,1167,2,791
34161,49,7444,10,433
38159,21,32835,6,504
76431,60,69014,3,635
57554,70,80683,6,756
40625,34,5573,9,247
40473,98,62131,6,695
66195,25,5840,3,573
42642,48,69913,5,656
69365,18,91737,5,587
11992,94,34408,4,162
67354,77,92437,10,153
77214,6,78179,7,574
18632,59,12656,10,817
74893,29,78464,7,311
42636,69,35903,5,430
75027,94,95821,7,421
28158,44,58675,1,888
47462,55,31836,4,931
19279,91,4762,7,543
38425,61,29245,2,411
36693,53,4303,4,260
34238,76,36579,8,252
25176,31,74641,3,907
52549,48,82841,1,937
29063,51,29618,1,960
10617,14,14959,4,226
30138,26,55106,4,213
78612,68,73867,8,808
5817,19,10001,6,132
53249,94,88390,8,69
23851,59,19523,8,276
28149,91,94646,4,585
56801,73,56648,5,150
40817,78,8802,2,743
51198,76,84579,4,8
74280,74,52102,10,390
48036,33,86523,3,32
61836,54,76581,5,94
72843,80,10469,2,57
26747,75,76428,8,152
78604,32,68510,7,534
68539,100,57470,6,112
68441,1,21916,7,563
28002,55,68845,4,41
48188,64,83479,5,210
11077,70,53337,1,168
47342,46,84902,9,999
11002,13,76335,4,356
8668,46,44514,5,53
45465,16,648,7,341
7949,53,80903,4,185
41067,55,51734,2,624
18238,74,18672,9,953
49359,81,61488,4,370
67967,28,87344,2,296
55718,84,58705,3,260
61812,50,54782,3,397
11483,24,81061,8,877
7615,25,66123,10,449
23100,56,98236,4,936
32182,89,87883,4,83
231,94,82093,3,707
64332,70,60917,5,766
18158,73,52766,6,65
71949,99,26342,10,283
71035,5,51593,7,277
25962,92,18987,6,555
51666,15,2850,4,311
25762,6,40790,5,189
53659,55,26805,2,194
33189,39,15477,9,365
55420,92,25034,10,87
36777,39,91591,2,63
63623,69,4900,2,855
21847,78,79077,2,177
51089,30,87530,5,631
64793,37,58640,2,869
47906,20,8529,4,560
11000,46,10707,1,178
41574,47,91057,9,256
54581,26,19203,10,586
60493,52,25667,6,6
30639,13,37198,10,86
73191,68,25606,4,938
3042,49,70028,2,172
43244,17,25045,8,910
35976,38,6116,2,290
19883,67,68578,6,631
63286,94,85093,1,314
44936,89,43332,9,159
55543,55,81963,8,706
32134,67,92549,5,556
31666,64,79540,9,303
65550,94,30169,6,91
60478,26,53139,10,982
11506,96,65861,9,219
35273,73,14786,10,222
53305,24,39699,4,982
51552,1,19308,10,15
34988,56,41035,5,958
34555,24,62787,7,760
24249,37,70952,6,114
78261,81,42388,4,944
65451,100,42649,3,807
64356,13,8440,9,868
25708,50,59137,10,736
62914,36,88366,4,529
29484,99,68837,6,124
77614,37,49573,6,350
30533,12,9857,3,814
7106,34,26145,8,385
68418,81,78840,1,920
16651,91,61348,7,582
62772,10,68323,5,164
46729,83,32163,9,208
44800,22,1854,1,976
78941,44,1103,3,425
7656,30,32735,10,284
49482,70,22646,7,629
66753,79,5972,7,206
16096,85,26805,1,827
29228,88,35573,3,92
33754,43,10572,3,663
49434,15,36381,4,325
10005,49,39921,5,818
5504,97,60399,4,950
50655,36,44899,9,241
77567,26,3609,3,117
36700,59,40097,10,96
38342,60,98961,6,743
68703,32,47349,3,181
32142,71,51880,9,146
13674,17,56075,9,944
34052,88,18038,1,745
29230,5,38946,3,379
62288,11,19489,5,326
54683,26,54671,4,222
31605,88,32905,10,198
44456,44,91680,6,459
35271,96,41100,7,761
57456,9,81015,6,413
4998,29,88319,2,140
71630,83,37689,10,602
31629,59,50909,3,265
51241,34,26264,5,122
64125,80,9715,5,391
23819,85,114,6,215
11320,66,58644,9,55
74430,12,53646,3,900
72292,17,47123,7,485
72347,71,16234,8,171
52955,95,33467,9,576
54440,18,54010,9,81
18215,80,93600,6,423
69666,9,32680,6,92
18250,3,74812,4,880
73545,22,7966,8,560
65731,44,24458,5,74
37181,84,37658,9,502
35815,6,13058,2,118
30227,70,6239,3,379
44886,68,50645,6,592
54891,35,10486,4,755
61570,52,31959,9,915
74408,88,79230,9,769
26715,91,3302,7,694
69195,88,27682,10,982
35454,92,25486,10,731
9657,43,58460,6,879
64880,96,3835,2,498
52165,63,91968,2,700
33599,46,27750,10,365
10965,92,65301,3,275
21538,56,25009,8,881
50947,59,27218,4,471
4793,64,29824,10,876
21696,26,51734,8,324
19437,97,42719,9,180
31280,25,87289,9,777
73796,88,87666,4,78
34438,56,65856,3,548
20601,72,86416,5,505
67251,38,75750,5,121
66427,77,47913,6,790
36119,37,48696,9,960
13366,81,75986,9,687
47399,37,44875,7,63
29225,9,67998,1,362
38151,50,700,8,116
69432,76,24620,7,359
51451,42,56677,8,383
30269,83,50726,8,306
60199,55,92104,3,568
70244,2,74488,6,713
11163,40,65669,5,842
13022,68,79317,9,719
68408,60,38892,5,819
475,33,92792,3,721
28060,90,28662,6,12
10422,1,63865,10,164
23575,32,62145,3,870
47528,48,54119,2,396
63354,79,20236,6,168
26024,76,71522,6,558
55623,23,78728,8,730
10420,45,41876,10,24
72590,67,36873,1,156
31443,17,70489,3,182
36578,94,64219,8,833
22488,48,59423,6,888
41100,23,37482,10,751
36195,57,6526,9,828
73274,81,75635,10,667
22127,16,99919,6,311
50215,5,26621,8,550
61674,23,69939,6,460
53029,27,70478,6,580
78872,54,78756,9,403
42523,3,73107,2,757
45086,93,82474,8,190
45161,11,41843,2,334
77139,83,4238,4,177
76748,69,40348,5,241
58878,97,12447,3,37
27084,88,11760,5,175
69083,36,8839,2,697
51733,37,38662,3,479
21240,37,92509,2,784
9602,64,84712,2,255
43385,94,13364,4,358
76575,81,58644,10,383
61975,86,59815,8,901
19687,35,22680,2,312
70467,12,25269,10,392
17,49,62522,10,768
8598,45,39781,4,820
79762,96,19929,6,712
78653,19,12471,5,297
41640,79,1581,5,913
28723,33,85579,3,5
16225,25,69255,1,389
32151,56,64747,3,106
14260,56,75891,10,406
71137,46,99228,4,403
65867,73,65342,10,644
56517,76,25744,10,666
44540,16,50350,2,346
39418,67,13233,8,887
70606,18,74858,6,499
10249,42,87466,6,588
26189,99,33101,6,878
73241,48,82220,3,804
69567,64,8131,8,448
19540,94,39871,5,408
61956,51,64705,3,880
62758,93,35379,3,805
53239,81,43472,8,901
2742,81,98468,5,860
3459,76,68882,9,421
897,40,49503,7,201
34488,51,53061,4,755
5092,37,39474,8,277
67851,79,96767,7,555
39412,72,28404,6,559
38666,27,38296,5,241
1846,91,81415,9,828
73615,69,60671,9,863
5342,61,1870,9,542
77603,19,34407,5,57
40992,67,49246,10,515
6325,78,47308,10,290
5322,55,68635,7,128
62078,14,39873,2,306
72349,59,44507,7,749
43227,55,89387,5,504
9292,43,22552,8,612
10537,92,74764,6,542
36984,32,78963,5,890
31458,35,18446,5,688
3385,63,87542,8,490
29094,23,86332,1,673
29348,69,80926,9,599
3637,38,50676,10,151
63002,28,17922,4,509
63899,68,44005,8,297
74428,12,7236,5,79
68771,37,60105,1,77
22520,59,13018,1,617
47269,61,62796,3,831
1294,73,70615,3,887
33395,53,40803,1,808
51089,10,47471,8,406
26648,96,43792,4,738
32989,10,65691,5,703
5626,9,73866,7,825
41297,95,74237,9,92
29885,20,34540,8,838
9676,94,97383,5,782
68821,81,60947,7,738
66080,71,49552,1,752
50575,67,48949,10,158
67418,16,15202,5,881
58505,9,70359,8,129
42206,82,51605,3,839
27564,87,67529,9,217
53470,44,30239,5,6
59614,54,5158,2,574
32684,28,46716,8,282
5951,8,14032,7,341
9523,79,7901,10,111
5383,55,2087,5,266
8084,30,87560,3,432
7929,36,66313,6,168
42737,21,45417,5,609
33790,59,66371,10,670
41548,95,43912,5,183
78205,62,2487,10,291
59879,81,64599,3,427
74896,17,91305,6,763
48600,32,29253,4,430
1059,51,29781,10,659
53924,13,8804,5,882
37590,74,5719,6,554
33785,77,98469,1,778
34510,61,91077,2,720
78341,51,50339,3,848
7444,87,17733,8,5
39761,76,22823,6,493
30602,64,11227,1,545
21196,51,70877,6,550
12938,89,47768,6,859
31406,90,57534,10,49
77497,24,19334,1,810
64751,10,23854,3,456
75852,78,74619,1,721
58455,32,83730,10,107
28814,19,60644,7,591
43249,36,24373,1,235
47717,76,38123,2,638
49028,12,73020,2,835
24199,78,2062,9,344
7190,20,86071,3,924
76683,43,80639,2,122
77874,25,99824,2,577
31400,96,61134,8,210
229,57,62644,5,205
73533,25,62723,1,413
45893,51,71614,4,943
10043,53,26764,2,387
17995,71,33619,2,325
1783,68,62246,6,806
47416,71,88449,1,979
16248,18,31259,2,643
66823,44,76185,5,995
28061,40,90848,1,860
19136,86,26861,3,170
55970,73,30104,2,32
71775,72,69593,10,364
41144,69,67492,3,959
47232,67,67947,6,417
27544,98,55745,1,112
45362,89,94069,6,175
35035,89,19114,2,489
46198,67,21002,9,265
57117,76,56178,3,919
23723,95,42629,1,843
4225,93,55964,3,684
69761,57,73694,8,402
71694,72,30318,7,261
7048,5,96271,3,165
37312,6,84707,2,349
21036,68,89887,6,682
43660,46,49610,4,443
61363,28,74844,6,823
40354,75,58368,4,868
52922,99,80831,3,509
19877,69,92715,5,263
68256,90,91697,3,639
52963,60,87963,4,804
77075,54,56517,10,230
70602,31,80574,2,298
58980,3,26084,3,351
35424,89,56255,10,789
72957,98,18330,7,395
6131,12,58464,10,735
60579,61,12828,10,545
58706,77,65018,7,394
20049,63,4088,6,573
37922,15,43260,9,422
20319,95,53988,4,750
56820,53,64720,7,12
21407,18,60820,9,239
27771,39,21768,2,909
6041,37,2466,2,877
77791,64,18012,10,503
65261,90,610,10,649
54264,37,17708,9,837
54569,15,59799,3,842
59311,62,90312,10,97
36500,6,18513,5,304
28634,56,31540,10,32
64228,83,26849,7,144
58600,49,26519,10,382
66418,33,23585,8,64
23644,75,85330,10,336
69566,37,49719,4,289
45467,20,90999,2,317
56654,1,53678,6,310
19205,4,35503,4,481
69522,90,91991,10,225
55307,80,52895,3,508
60798,64,23330,8,532
37657,44,55472,9,46
58090,8,64027,3,688
59051,2,96557,4,626
66714,22,60329,2,370
6766,29,30289,5,563
44829,28,30623,10,120
24082,68,83302,7,398
65010,87,14206,10,179
38942,11,93575,3,247
47943,30,62482,7,486
45496,39,72954,3,836
45593,69,33259,2,417
74379,2,32976,5,869
34644,34,51145,3,73
67564,55,77773,10,693
47057,69,41024,2,999
9729,19,89479,7,973
41252,93,80059,1,200
26108,94,90081,4,173
35251,10,84100,8,780
39624,84,72932,2,334
41900,21,79416,9,974
33672,35,28486,5,636
78094,37,97059,8,575
31016,71,67440,7,21
62844,11,3709,1,884
6136,88,71689,10,772
12175,69,41053,6,414
79488,16,81192,5,523
35498,3,78861,9,978
71368,73,51795,5,485
67590,18,46023,6,985
11810,68,25212,5,397
20742,59,55178,8,19
9899,59,89139,10,457
7586,1,69543,1,365
23859,71,17879,6,349
48437,47,92828,10,217
18570,72,56713,10,593
32670,11,97919,3,792
11968,75,8041,4,151
10942,39,32816,6,764
61170,31,7818,1,111
24391,30,62657,7,313
34457,15,76002,1,627
59584,20,27447,10,145
24438,70,69893,5,963
10979,46,77177,6,962
59521,59,44670,8,601
57531,48,90976,9,658
14882,86,40751,7,531
38866,43,25330,2,921
24772,24,68298,3,725
136,42,11665,4,99
62530,34,16264,6,809
76243,13,32702,10,169
20466,42,972,7,810
8885,43,70291,1,606
25305,36,45925,9,666
35148,41,34032,9,722
17212,17,15983,1,981
9560,57,27214,9,954
39556,51,93044,4,930
23950,40,44444,9,736
16023,33,98568,5,531
754,58,79635,2,849
52591,6,90899,9,164
44035,20,39590,10,134
11812,4,22258,1,442
76740,33,24797,4,858
73173,35,61347,9,951
15609,20,45277,10,422
3575,32,59671,7,969
67943,86,79688,9,113
70194,53,10734,1,377
32446,71,40759,4,705
37131,29,650,5,458
71908,37,59276,8,337
2373,11,1667,2,528
5812,89,80999,10,637
17293,71,11749,6,653
58151,81,64326,9,343
53308,61,63778,5,771
50524,99,91627,4,909
75304,47,34381,6,516
4016,28,54210,2,225
55084,99,20510,1,474
1781,55,29916,8,120
76929,77,41369,2,675
26893,15,96677,4,321
21343,82,99536,8,699
41969,29,13548,2,272
59639,58,82444,5,649
22711,30,96616,7,550
44699,23,65674,4,52
49808,9,1264,2,299
69174,19,65625,1,792
72492,38,44214,4,878
77760,46,7047,3,493
27902,15,97790,7,976
34266,23,80057,5,338
43074,92,47682,9,960
26010,49,51200,6,989
22414,55,53948,1,704
42493,34,18466,10,752
49228,51,8981,9,458
22096,55,24993,10,982
577,90,13820,3,588
8371,53,39453,8,866
28764,50,5699,7,362
3275,90,70105,1,881
73911,87,55240,10,571
63249,98,31384,9,751
17083,56,38734,8,733
22644,9,88909,8,286
65467,64,242,8,574
12673,99,93103,5,34
59704,84,98568,2,598
16983,64,4741,7,625
58292,89,68136,2,695
30981,8,87817,3,858
44192,10,26383,7,254
61850,91,6778,10,726
76185,36,44553,10,908
35548,93,87669,10,791
24069,72,95817,5,672
45703,96,3866,5,335
47469,18,79501,9,73
62265,36,872,1,778
42484,96,17854,3,179
40734,85,55282,4,788
19070,80,64307,3,995
72805,38,33558,6,83
36992,23,44316,3,292
43681,5,99586,4,3
77774,3,12798,10,238
58812,88,53948,2,845
44415,60,76111,7,697
50418,77,25277,4,577
35106,30,77651,3,697
16300,86,4967,1,203
3150,61,13816,5,765
40376,98,16438,9,967
50474,34,63394,8,190
3761,63,42141,5,744
64023,82,39336,6,382
30583,95,63461,8,609
64478,59,53779,7,814
71334,92,45527,8,804
4941,68,91790,4,740
62238,31,26743,5,585
78641,76,71305,7,282
43384,97,37738,2,968
76791,82,43101,9,773
52351,15,32638,7,841
9052,49,18352,1,888
76944,45,79928,9,395
33827,86,89023,10,47
15781,66,43494,4,53
13823,16,39695,8,524
36878,79,15176,9,586
11684,11,99400,1,336
34020,44,38666,1,498
45101,88,38698,2,11
25528,75,98138,7,526
43991,18,18515,5,263
28490,16,10414,3,705
36181,45,13212,7,716
41383,78,61562,8,56
16506,1,91703,4,390
63182,72,34424,7,117
74757,86,45518,9,253
30149,34,12737,1,421
14731,27,3157,8,187
78518,41,75542,9,388
41353,50,28598,9,83
43304,46,21389,5,340
69824,29,17776,10,265
8364,93,63168,5,18
65814,37,56967,4,687
68404,65,49489,8,936
53239,26,56665,1,387
46563,63,73061,8,710
58344,3,93515,3,393
71583,30,87598,7,51
63471,63,42530,2,998
68560,85,16543,4,765
60289,69,81737,2,329
11929,65,74398,4,657
69043,73,75635,4,436
36743,52,84691,8,450
38523,80,35898,10,31
77526,31,29489,5,176
26281,63,87741,5,295
72381,41,53711,2,889
10450,57,53814,10,287
20629,91,85280,2,573
9529,73,84942,1,83
23155,56,4414,7,189
41546,97,24545,3,417
34447,51,98139,5,701
65390,86,30267,10,239
56700,93,50237,4,17
53658,78,91149,2,213
28018,15,81835,3,129
48821,70,35877,9,866
13279,52,87217,3,147
26300,37,95293,1,582
23315,20,54546,3,596
70748,93,89667,9,86
31344,61,59512,8,361
33774,48,37813,9,509
64029,60,30347,6,701
70639,50,20868,7,230
34119,97,11364,9,75
34744,62,86306,10,577
57527,90,19830,9,749
16875,9,39320,5,845
27616,35,87228,1,209
56892,20,35157,9,700
29147,59,27107,3,343
32484,94,89549,1,13
56880,80,13469,9,915
25766,27,78725,1,393
22327,6,72766,10,414
40387,38,65492,7,77
14157,4,36577,2,445
55052,2,4040,2,167
65991,42,43425,10,985
53399,39,40323,8,386
13822,59,53425,7,902
58865,15,24293,9,140
42636,29,89176,8,187
72330,83,15543,4,161
42134,53,98072,10,361
2089,65,54036,4,583
55837,47,47110,2,338
41924,67,88858,1,626
42694,45,69289,6,979
44715,72,82296,10,957
66391,94,79398,7,898
66378,96,99072,1,624
15434,44,4372,8,120
66789,2,32839,2,625
440,39,86359,1,379
63206,68,23142,10,670
71813,2,50777,5,871
62187,87,92325,2,855
68877,23,75556,4,935
5714,35,52417,8,381
30146,32,27015,10,628
53276,44,58509,3,356
35729,40,88906,3,199
58599,48,37733,8,166
12544,90,51573,4,293
12905,31,37987,4,305
58885,72,69438,5,678
25643,53,12187,2,131
66701,22,79742,3,97
47405,89,10494,5,165
42483,31,24634,8,144
40786,36,87111,9,305
31759,44,52728,1,294
61567,83,20962,3,136
14231,36,30564,1,613
4687,25,88264,7,157
59076,77,45624,10,13
72468,85,7258,1,107
21297,62,65515,5,56
47858,93,93478,3,213
41885,96,14048,1,822
57792,23,68725,6,780
5104,82,41858,5,360
11465,45,87925,8,571
20136,31,31503,1,276
13545,32,80669,8,361
1989,12,55255,5,766
27922,43,12591,6,459
7049,70,27096,4,959
30566,66,99952,3,999
3721,32,93717,1,290
3881,85,7026,5,905
70295,41,75811,1,812
75061,12,41799,2,491
11857,72,36699,6,302
50978,9,19121,1,761
5820,89,96261,2,888
70143,48,99973,1,895
51747,99,71298,5,841
15543,84,68482,4,823
41937,64,35411,4,922
49381,12,58549,9,256
53356,14,3884,8,594
16535,61,90640,10,293
38769,35,10110,5,350
66049,25,11998,5,156
62275,47,73772,9,742
21537,88,56955,8,872
38761,80,46015,9,576
65359,15,30814,3,612
19256,8,71662,2,765
51180,11,29948,3,719
26797,84,15498,1,902
55274,78,12918,8,79
49053,39,68251,9,332
69452,67,20725,7,306
71194,26,99575,8,926
25664,84,91586,7,148
58416,36,28529,8,643
44738,13,910,9,537
77243,57,75369,2,136
54913,34,89108,7,753
59483,51,13864,2,670
64847,23,25063,7,110
9966,64,23814,8,369
71966,54,53448,9,708
78214,31,7526,2,846
2522,38,6,2,251
4643,8,99411,4,94
8764,70,50897,1,203
41926,55,99427,9,726
10505,26,39393,10,543
12168,3,43913,7,466
27199,78,79413,10,5
24486,12,4967,6,989
50321,99,99473,2,774
37089,67,85950,8,126
41725,61,97927,3,593
26124,76,2962,2,490
75712,62,85046,3,293
78619,56,25347,8,52
39110,34,44401,10,997
2626,22,16822,6,163
71173,73,81353,1,106
20236,10,26149,3,566
4842,48,6382,7,656
7146,26,67324,1,436
66947,97,40815,4,907
64861,30,84088,9,855
21532,82,23492,5,927
46140,98,8307,9,77
55500,37,7648,5,447
34890,86,338,3,793
75682,57,3123,3,837
20701,85,49633,8,212
59286,46,64554,7,804
37969,70,38752,9,348
52463,21,64571,4,292
74175,24,61018,8,570
58046,80,77286,2,228
75323,21,81776,7,4
31344,86,13184,8,254
63382,93,24607,1,958
41363,71,42894,6,100
27998,32,70513,9,910
41818,54,70882,7,600
75373,53,82867,3,954
62814,67,48725,10,869
9913,86,29472,9,812
64610,3,26012,4,570
23075,62,66430,8,114
68256,29,70616,2,436
38403,72,92510,4,328
76291,80,1254,6,688
64239,24,66772,2,136
42722,57,53831,7,70
73894,61,32154,3,868
56313,78,60122,7,683
28918,46,55562,10,344
67584,92,23247,10,42
36692,4,79799,6,519
12455,5,37874,8,379
2228,17,23737,9,626
56785,64,40067,3,463
18010,79,50995,9,831
60974,65,32410,5,863
49461,77,66807,7,36
38171,1,17252,5,58
9475,94,7312,9,68
26538,50,24548,3,863
13106,1,79892,9,748
33052,38,79027,10,377
43336,44,75121,8,614
20171,20,77952,1,819
64104,92,30562,9,355
25693,15,57638,9,600
67876,53,1551,4,168
55321,46,68179,3,354
70875,59,42869,7,126
77454,66,34389,6,669
65647,50,8526,10,45
48469,79,54993,5,789
52934,12,14490,5,59
38929,85,2467,7,525
29358,11,34733,8,21
50831,76,62291,9,262
40836,10,61096,10,725
16407,99,39463,8,299
78018,69,60451,5,507
27286,72,15011,5,888
54615,27,46023,3,443
64126,83,86562,4,521
71654,41,95845,7,721
28719,30,76619,8,913
33355,20,43250,4,210
62874,22,9880,3,462
27754,52,15997,9,842
79040,47,69790,6,149
43006,32,34005,8,645
30819,49,86204,9,786
24909,26,70078,10,519
8420,61,35054,3,518
70292,68,50735,7,144
67371,3,47747,5,565
9275,2,48543,7,814
37805,74,10846,7,544
38422,23,86986,9,687
8136,3,95165,3,418
66319,27,26788,7,318
74686,32,52801,8,312
52733,84,76476,8,391
10851,48,90699,6,945
77958,41,41446,6,687
22685,89,56581,3,703
55566,31,69912,10,248
49048,95,80683,8,450
26039,32,25689,8,603
31717,92,68008,3,479
6881,25,96337,6,863
34907,40,6236,5,481
40902,30,64076,10,324
78371,7,41798,5,469
67051,94,91358,6,272
35156,58,5705,8,786
44303,53,26377,6,155
69077,2,22852,2,543
1534,21,40722,4,804
64227,45,97965,10,740
66327,52,39256,7,887
58183,58,56319,8,711
34465,85,33744,3,516
21492,91,68090,2,446
79068,27,10258,9,27
32219,27,91527,7,268
65564,1,45854,4,227
11435,25,60094,5,269
18080,39,98772,6,112
58809,74,57196,5,529
15356,75,93044,10,183
9918,84,21582,5,798
48957,29,77200,2,88
20655,91,35710,5,690
5819,37,3446,9,782
53866,82,21142,1,468
13048,24,6405,5,749
30139,60,91961,8,123
76774,34,31238,4,100
60258,82,91028,6,780
34494,84,53519,4,194
45423,28,60388,10,421
16025,3,2064,1,147
12330,100,70815,3,168
22987,91,67786,7,104
7433,61,15443,2,11
51570,20,38623,1,867
11376,39,26819,10,722
51041,20,23888,3,343
9732,80,88420,7,17
79901,60,13641,10,601
51214,67,47016,4,579
24284,49,43667,1,613
38670,67,51429,5,884
50617,45,47772,3,758
40789,22,21047,9,499
45329,27,47988,3,709
19161,12,42911,10,844
56320,17,95515,2,502
49983,54,70315,5,791
71631,29,63986,2,661
61016,11,52888,10,445
48991,98,56259,8,892
1396,45,72425,4,239
61429,30,42853,1,685
13377,34,92141,8,174
1615,96,39222,7,819
27441,72,36953,9,709
40038,51,93001,1,662
56736,93,89267,1,277
27325,34,134,5,67
51155,67,88240,8,84
38081,13,57049,8,909
18621,83,1567,1,504
40873,24,8934,4,590
51397,67,2003,9,648
35483,24,85455,8,186
42064,24,74426,9,273
70813,70,35829,1,238
58967,23,13403,8,661
32612,80,81444,1,755
79511,92,29036,6,808
29047,1,44271,3,25
15961,58,11575,2,533
15924,80,21383,8,100
38377,62,42018,6,8
63406,54,11664,9,563
25915,87,39284,9,192
21740,90,56014,3,569
35604,42,8079,9,732
72914,76,48554,8,956
754,15,30331,10,799
74363,49,23607,5,832
22932,79,88593,2,80
41476,92,40623,2,377
66236,35,81568,1,946
68647,31,90208,4,825
24267,77,36336,8,488
75663,26,27916,4,502
4254,8,46627,9,806
43509,35,89069,6,184
53026,92,45459,8,811
24286,62,15984,3,418
