Pid,Pname,Pweight,Psize
7845,矿泉水,27,14 80 85
1356,香蕉,23,6 77 98
7946,椅子,69,73 52 8
8046,垃圾袋,54,39 60 5
2182,帽子,28,25 92 56
3248,薯片,21,91 52 63
1875,蛋黄派,82,65 54 68
5049,香蕉,69,20 27 63
7362,上衣,11,67 54 33
8149,键盘,54,47 97 43
3049,矿泉水,17,22 67 26
3352,电脑,73,82 70 46
5246,薯片,13,43 81 52
5844,蛋黄派,13,57 63 8
9044,苹果,25,74 43 54
1051,苹果,89,17 71 17
5943,香蕉,60,43 3 37
3847,上衣,67,24 43 47
3848,香蕉,6,55 85 46
3849,垃圾袋,64,4 54 18
3850,上衣,49,58 74 34
9142,书,65,32 50 29
9143,垃圾袋,12,50 51 62
9144,电脑,52,14 41 16
9145,键盘,23,20 66 94
9146,键盘,92,69 14 86
4252,帽子,14,53 51 80
4253,上衣,100,41 9 1
7447,椅子,94,97 3 62
7153,键盘,82,58 96 16
6748,书,87,98 38 55
4548,帽子,87,86 13 92
4648,帽子,72,59 34 82
4943,上衣,47,20 38 91
850,椅子,40,63 30 38
4863,矿泉水,71,39 19 59
4864,苹果,4,16 45 36
4865,苹果,56,55 17 80
4866,键盘,61,14 6 15
9252,键盘,58,27 53 87
954,书,79,83 46 16
8540,电脑,19,33 8 51
7649,香蕉,63,35 15 68
7750,键盘,69,13 49 60
3465,上衣,1,14 63 53
8244,键盘,45,28 59 65
452,电脑,38,86 28 50
8344,茶叶,94,99 59 43
4748,苹果,35,85 32 48
1453,矿泉水,32,22 9 52
255,垃圾袋,77,35 71 45
8449,电脑,12,84 30 77
3548,帽子,58,75 33 70
8648,蛋黄派,65,28 29 13
8744,矿泉水,12,17 30 24
2357,书,65,97 86 92
2447,椅子,35,11 37 22
6846,上衣,68,12 49 33
8848,键盘,54,9 33 77
5548,书,14,70 52 61
5354,帽子,66,93 43 68
8947,电脑,66,83 48 27
3648,椅子,65,92 20 47
553,上衣,1,65 52 4
9447,键盘,26,78 14 44
756,矿泉水,51,69 50 82
159,上衣,23,3 67 92
5651,蛋黄派,91,52 28 13
5749,香蕉,70,14 76 77
5470,苹果,76,11 66 54
6152,苹果,77,18 64 62
1551,键盘,8,19 73 90
9646,茶叶,15,80 82 73
1651,茶叶,50,30 97 55
9549,香蕉,68,34 16 43
6056,键盘,33,21 40 36
2551,键盘,67,11 55 29
9747,垃圾袋,88,49 44 29
3951,香蕉,30,93 35 29
3751,薯片,91,94 41 5
1164,书,51,10 84 13
9858,茶叶,34,85 21 18
10046,帽子,61,1 88 16
4149,苹果,64,81 61 97
9948,上衣,20,74 30 16
1251,帽子,76,11 50 14
6447,上衣,97,40 11 49
6252,上衣,27,99 43 73
1749,键盘,40,44 33 34
2750,垃圾袋,93,55 56 35
2657,椅子,11,78 6 36
6350,书,23,84 47 56
2848,帽子,2,59 96 62
4050,蛋黄派,30,7 57 22
6548,矿泉水,15,23 29 74
6963,电脑,7,82 17 16
7049,键盘,58,71 41 86
2048,帽子,60,99 13 37
2049,茶叶,50,78 35 38
2050,键盘,68,90 20 79
2051,键盘,17,5 33 14
1357,椅子,42,21 89 22
7947,帽子,6,43 80 10
8047,椅子,45,52 17 77
2183,垃圾袋,1,93 54 65
3249,薯片,23,42 35 26
1876,薯片,10,59 63 67
5050,帽子,48,17 72 8
7363,茶叶,47,46 2 78
8150,蛋黄派,43,20 79 67
3050,椅子,18,40 30 28
3353,电脑,18,99 71 34
5247,香蕉,31,35 81 6
5845,苹果,34,59 86 41
9045,键盘,89,42 24 13
1052,键盘,87,4 50 38
5944,椅子,30,79 36 88
3148,茶叶,68,92 38 63
9350,矿泉水,89,2 60 59
3851,香蕉,77,21 2 32
9147,蛋黄派,31,51 33 79
4254,上衣,13,70 34 55
7448,茶叶,26,26 35 1
7154,香蕉,33,68 75 36
6647,书,68,19 82 49
4346,矿泉水,76,7 54 11
652,薯片,91,37 76 66
360,蛋黄派,92,70 7 7
2958,键盘,94,67 82 81
4443,蛋黄派,29,17 60 75
6749,键盘,11,71 78 68
4549,矿泉水,79,18 27 13
4649,茶叶,76,16 94 88
4944,上衣,49,70 49 32
851,垃圾袋,99,30 3 40
4867,键盘,98,100 38 62
5157,垃圾袋,30,78 1 36
9253,电脑,36,55 59 91
2246,香蕉,91,14 98 1
7545,香蕉,57,10 37 68
955,书,94,8 44 38
8541,矿泉水,15,92 99 1
7650,香蕉,19,46 62 83
7751,茶叶,13,83 71 2
3466,矿泉水,54,39 67 43
8245,苹果,24,28 63 60
453,帽子,57,9 30 70
8345,蛋黄派,72,56 77 67
4749,键盘,24,28 92 81
1454,薯片,91,65 53 23
256,上衣,89,65 95 14
8450,电脑,50,2 92 32
3549,椅子,96,69 2 51
8649,茶叶,19,27 1 41
8745,帽子,74,32 51 22
2358,帽子,40,5 75 12
2448,香蕉,51,65 27 70
6847,键盘,98,42 27 69
8849,薯片,69,66 37 84
5549,蛋黄派,2,54 74 48
5355,上衣,1,62 91 96
8948,书,54,93 93 16
3649,书,86,8 46 86
554,椅子,74,84 40 30
9448,垃圾袋,55,95 44 3
757,书,43,58 26 68
160,苹果,73,44 54 63
5652,垃圾袋,48,33 63 7
5750,电脑,53,60 48 10
5471,书,58,35 86 79
6153,垃圾袋,23,9 46 31
1552,键盘,82,28 59 40
9647,垃圾袋,64,47 54 27
1652,香蕉,3,10 86 12
9550,苹果,39,22 24 37
6057,垃圾袋,12,44 35 97
2552,薯片,10,51 54 78
9748,矿泉水,72,57 46 26
3952,茶叶,38,69 18 48
3752,电脑,28,53 41 63
1165,蛋黄派,46,50 14 32
9859,帽子,97,79 14 57
10047,蛋黄派,2,39 84 70
4150,茶叶,14,77 38 53
9949,书,90,39 88 36
1252,香蕉,95,40 95 9
6448,茶叶,63,54 37 27
6253,茶叶,66,68 15 32
1750,书,40,53 44 49
2751,蛋黄派,46,28 56 64
2658,垃圾袋,24,79 59 36
6351,茶叶,99,49 52 67
2849,上衣,44,52 77 96
4051,茶叶,35,75 56 88
6549,帽子,73,85 22 76
6964,香蕉,27,94 64 57
7050,蛋黄派,40,27 4 55
7252,垃圾袋,29,65 34 15
1951,电脑,31,46 73 47
7846,苹果,35,13 17 71
2052,苹果,87,40 99 12
1358,书,60,64 16 27
7948,椅子,95,89 33 33
8048,香蕉,85,81 13 3
2184,上衣,47,36 48 95
3250,键盘,7,33 37 98
1877,苹果,41,91 66 77
5051,苹果,52,24 5 59
7364,矿泉水,5,6 53 76
8151,蛋黄派,85,83 99 8
3051,椅子,7,28 83 20
3354,茶叶,56,15 44 53
5248,薯片,88,95 80 93
5846,帽子,19,94 23 41
9046,矿泉水,90,66 11 40
1053,矿泉水,65,76 53 13
5945,垃圾袋,40,68 63 83
3149,矿泉水,91,37 55 71
9351,电脑,57,20 28 73
3852,矿泉水,3,68 46 71
9148,苹果,22,61 9 67
4255,苹果,52,44 67 3
7449,上衣,100,93 32 14
7155,垃圾袋,91,100 73 48
6648,蛋黄派,74,70 59 12
4347,垃圾袋,34,81 77 26
653,键盘,79,26 100 89
361,垃圾袋,97,72 50 64
2959,椅子,100,56 27 100
4444,矿泉水,28,23 4 37
6750,苹果,84,95 95 58
4550,电脑,89,82 97 44
4650,书,84,34 8 67
4945,垃圾袋,39,38 5 13
852,书,58,71 60 33
4868,椅子,62,7 35 84
5158,苹果,67,82 23 6
9254,书,60,25 28 72
2247,电脑,16,67 15 40
7546,椅子,42,93 72 73
956,键盘,68,91 26 99
8542,上衣,47,79 12 31
7651,矿泉水,75,16 8 99
7752,薯片,45,41 59 30
3467,书,76,6 67 52
8246,键盘,89,68 36 60
454,苹果,67,77 64 3
8346,垃圾袋,49,25 97 78
4750,书,79,29 72 8
1455,键盘,58,69 100 91
257,键盘,88,66 10 46
8451,椅子,86,18 26 31
3550,茶叶,36,35 87 61
8650,苹果,33,88 56 3
8746,香蕉,68,85 92 28
2359,薯片,15,97 2 93
2449,书,43,55 83 84
6848,蛋黄派,3,9 84 98
8850,垃圾袋,100,57 41 67
5550,上衣,71,36 34 65
5356,蛋黄派,51,56 60 28
8949,蛋黄派,54,11 20 29
3650,帽子,11,41 53 88
555,薯片,5,88 40 20
9449,书,90,21 70 36
758,键盘,87,13 81 25
161,蛋黄派,38,100 29 16
5653,帽子,37,19 43 19
5751,上衣,17,10 3 93
5472,矿泉水,46,75 6 26
6154,键盘,86,68 96 92
1553,电脑,81,62 71 4
9648,茶叶,98,51 59 6
1653,上衣,94,91 33 31
9551,茶叶,49,81 19 65
6058,蛋黄派,12,87 88 84
2553,上衣,45,1 63 61
9749,书,35,42 44 100
3953,矿泉水,12,1 62 88
3753,键盘,12,34 31 3
1166,帽子,4,37 54 55
9860,矿泉水,22,70 73 35
10048,薯片,51,59 43 19
4151,键盘,40,9 65 51
9950,垃圾袋,77,8 41 16
1253,书,28,8 84 34
6449,茶叶,40,24 36 67
6254,苹果,53,56 43 72
1751,蛋黄派,10,19 88 50
2752,茶叶,40,31 2 69
2659,苹果,12,74 43 3
6352,蛋黄派,26,27 67 18
2850,椅子,59,48 53 94
4052,电脑,85,81 1 21
6550,键盘,20,5 83 61
6965,书,56,81 41 99
7051,上衣,75,28 77 61
7253,薯片,36,38 84 77
1952,蛋黄派,8,52 32 78
7847,矿泉水,33,25 78 52
2053,书,17,9 39 10
1359,书,67,70 19 7
7949,键盘,26,24 82 33
8049,帽子,62,43 95 21
2185,薯片,36,68 74 2
3251,矿泉水,87,61 43 5
1878,椅子,26,27 21 88
5052,苹果,69,23 89 42
7365,苹果,17,33 48 58
8152,帽子,21,77 67 75
3052,薯片,52,100 71 39
3355,椅子,52,87 26 92
5249,垃圾袋,53,57 44 17
5847,书,94,77 38 98
9047,上衣,40,42 63 86
1054,香蕉,35,97 45 82
5946,薯片,97,30 94 82
3150,键盘,19,68 79 89
9352,薯片,49,79 97 45
3853,苹果,75,75 94 46
9149,矿泉水,84,88 30 8
4256,薯片,39,7 93 79
7450,椅子,20,72 27 2
7156,苹果,12,42 46 1
6649,苹果,96,64 68 56
4348,蛋黄派,12,84 32 24
654,键盘,71,63 23 17
362,椅子,95,34 9 23
2960,上衣,94,51 4 99
4445,椅子,73,81 64 7
6751,苹果,90,97 23 71
4551,上衣,50,1 33 56
4651,苹果,20,7 69 35
4946,薯片,39,97 63 80
853,矿泉水,35,64 17 16
4869,键盘,63,2 81 92
5159,帽子,84,85 84 74
9255,矿泉水,54,78 52 83
2248,电脑,32,46 23 49
7547,苹果,84,87 78 35
957,香蕉,7,86 47 32
8543,垃圾袋,91,52 89 13
7652,薯片,12,71 21 2
7753,垃圾袋,8,54 34 54
3468,苹果,88,81 93 72
8247,蛋黄派,37,71 10 100
455,香蕉,34,60 19 39
8347,香蕉,97,69 2 68
4751,薯片,57,57 86 27
1456,垃圾袋,3,78 62 1
258,上衣,64,97 69 71
8452,垃圾袋,97,35 27 8
3551,上衣,1,3 17 34
8651,垃圾袋,55,55 12 4
8747,矿泉水,8,28 89 42
2360,书,53,49 76 95
2450,键盘,29,62 48 45
6849,键盘,92,79 43 10
8851,蛋黄派,93,86 42 99
5551,蛋黄派,69,19 33 65
5357,电脑,85,33 99 55
8950,矿泉水,29,74 22 33
3651,薯片,40,19 82 10
556,帽子,81,85 88 10
9450,苹果,75,68 52 50
759,苹果,90,93 76 50
162,上衣,71,34 60 56
5654,香蕉,60,49 22 40
5752,茶叶,47,97 41 91
5473,帽子,19,80 99 24
6155,香蕉,45,77 85 4
1554,苹果,75,25 98 100
9649,帽子,47,51 99 59
1654,薯片,95,73 42 30
9552,椅子,57,2 75 69
6059,垃圾袋,52,77 28 81
2554,苹果,77,84 53 93
9750,苹果,29,4 41 44
3954,蛋黄派,87,80 63 65
3754,香蕉,51,58 93 64
1167,椅子,54,81 79 93
9861,书,31,25 39 73
10049,薯片,88,68 24 31
4152,香蕉,24,32 84 32
9951,椅子,4,87 86 34
1254,蛋黄派,15,41 54 10
6450,薯片,31,83 84 80
6255,香蕉,58,28 5 79
1752,电脑,21,78 84 16
2753,矿泉水,97,15 34 92
2660,矿泉水,87,20 41 28
6353,书,53,18 71 52
2851,上衣,26,63 13 96
4053,帽子,51,86 89 5
6551,薯片,18,69 72 37
6966,椅子,65,2 35 4
7052,帽子,26,87 53 2
7254,茶叶,10,74 73 82
1953,椅子,59,40 51 24
7848,苹果,51,79 91 24
2054,苹果,90,4 8 45
1360,茶叶,28,53 97 2
7950,茶叶,47,88 77 88
8050,香蕉,65,59 48 48
2186,帽子,5,44 78 45
3252,蛋黄派,20,97 4 65
1879,书,80,93 62 66
5053,茶叶,89,99 25 44
7366,薯片,88,100 90 46
8153,帽子,90,91 88 71
3053,香蕉,3,41 93 27
3356,书,1,97 10 21
5250,电脑,46,18 62 52
5848,矿泉水,28,73 79 4
9048,垃圾袋,73,65 59 45
1055,垃圾袋,40,12 43 25
5947,香蕉,21,47 93 97
3151,垃圾袋,69,85 82 53
9353,香蕉,85,70 49 56
3854,电脑,23,53 37 63
9150,苹果,96,63 48 82
4257,键盘,74,10 90 32
7451,书,16,33 22 60
7157,椅子,90,78 85 55
6650,香蕉,34,18 37 5
4349,上衣,73,10 29 67
655,矿泉水,100,84 37 37
363,上衣,90,17 42 47
2961,帽子,100,33 15 61
4446,垃圾袋,53,86 82 70
6752,苹果,62,15 42 57
4552,上衣,96,7 11 85
4652,键盘,33,60 3 80
4947,香蕉,56,53 97 82
854,蛋黄派,8,46 59 26
4870,薯片,27,75 20 22
5160,垃圾袋,75,26 65 93
9256,电脑,39,80 76 84
2249,薯片,79,72 12 60
7548,茶叶,41,66 30 47
7549,上衣,64,63 92 50
8544,帽子,55,62 22 82
7653,矿泉水,50,23 63 92
7754,矿泉水,68,3 35 46
3469,茶叶,87,41 85 97
8248,垃圾袋,79,17 44 43
456,茶叶,72,44 84 13
8348,薯片,70,24 64 64
8349,蛋黄派,10,90 90 69
8350,键盘,87,92 23 35
4752,苹果,46,75 67 55
4753,矿泉水,39,57 82 49
3552,帽子,63,67 73 32
8652,矿泉水,59,2 30 76
8748,椅子,29,72 87 46
2361,键盘,36,47 26 48
2451,椅子,8,57 78 85
6850,蛋黄派,43,70 10 11
8852,帽子,66,36 70 49
5552,帽子,57,8 88 13
5358,书,21,55 35 11
8951,薯片,78,79 75 76
3652,薯片,41,42 65 66
557,茶叶,57,55 72 98
9451,键盘,12,89 87 55
760,电脑,16,80 98 66
163,香蕉,41,36 12 60
5655,电脑,42,72 56 100
5753,帽子,27,39 85 44
5474,帽子,76,5 65 88
6156,垃圾袋,85,9 12 74
1555,键盘,25,70 68 75
9650,矿泉水,15,83 23 25
1655,蛋黄派,8,15 84 30
9553,帽子,60,46 20 59
6060,茶叶,19,29 12 56
2555,薯片,24,37 24 57
9751,茶叶,95,65 83 9
3955,上衣,74,85 66 30
3755,垃圾袋,22,48 43 64
1168,矿泉水,93,3 3 23
9862,电脑,69,25 51 18
10050,上衣,79,64 64 19
4153,蛋黄派,80,11 92 83
9952,帽子,69,68 68 43
1255,薯片,73,4 81 56
6451,椅子,44,45 26 64
6256,上衣,10,34 41 34
1753,矿泉水,10,27 100 19
2754,电脑,74,91 85 52
2661,茶叶,12,79 17 96
6354,书,55,96 94 98
2852,矿泉水,75,77 43 37
4054,帽子,34,85 95 22
6552,上衣,54,30 32 77
6967,香蕉,96,49 65 47
7053,上衣,14,97 19 51
7255,椅子,11,57 66 36
1954,薯片,48,17 74 30
7849,帽子,98,35 62 17
2055,电脑,20,4 2 19
1361,帽子,91,25 70 23
7951,香蕉,96,52 45 20
8051,垃圾袋,95,84 31 88
2187,书,95,82 68 2
3253,键盘,69,54 66 25
1880,上衣,95,23 15 75
5054,茶叶,62,27 32 16
7367,蛋黄派,22,72 11 44
8154,书,34,63 2 43
3054,薯片,67,52 54 35
3357,薯片,12,85 62 85
5251,键盘,35,2 69 47
5849,矿泉水,83,1 76 74
9049,垃圾袋,84,77 52 30
1056,矿泉水,93,47 32 6
5948,书,48,66 10 78
3152,香蕉,8,97 17 28
9354,矿泉水,31,11 45 3
3855,矿泉水,57,70 10 67
9151,垃圾袋,31,21 16 26
4258,垃圾袋,76,32 1 37
7452,垃圾袋,96,20 51 31
7158,苹果,3,17 18 50
6651,苹果,37,21 95 73
4350,香蕉,82,79 67 82
656,键盘,98,8 23 21
364,薯片,56,41 65 84
2962,上衣,26,88 77 10
4447,上衣,40,88 68 61
6753,茶叶,19,23 100 80
4553,矿泉水,89,3 20 89
4653,茶叶,38,23 95 66
4948,电脑,39,57 95 36
855,矿泉水,25,2 78 10
4871,茶叶,61,10 13 85
5161,书,59,85 19 31
5162,香蕉,58,6 18 20
2250,键盘,28,36 82 10
958,香蕉,73,83 97 31
7550,椅子,7,41 62 4
8545,帽子,74,46 69 41
7654,垃圾袋,23,90 68 89
7755,香蕉,81,99 23 67
3470,上衣,9,76 7 17
8249,矿泉水,80,82 20 33
457,帽子,5,33 38 94
1457,电脑,76,55 77 21
259,椅子,13,88 83 50
8351,薯片,62,49 55 7
8453,薯片,18,18 73 58
4754,书,52,40 46 57
3553,电脑,42,37 58 57
8653,矿泉水,66,54 10 49
8749,薯片,18,85 66 17
2362,键盘,84,24 8 50
2452,薯片,34,81 3 3
6851,蛋黄派,28,19 97 34
8853,矿泉水,56,97 31 76
5553,香蕉,61,16 48 68
5359,香蕉,35,54 48 75
8952,蛋黄派,19,88 38 32
3653,帽子,19,90 56 68
558,矿泉水,98,68 98 19
9452,苹果,22,43 58 32
761,垃圾袋,21,74 2 81
164,薯片,56,78 69 73
5656,蛋黄派,39,49 54 82
5754,帽子,89,99 37 81
5475,蛋黄派,65,58 72 57
6157,茶叶,71,5 55 97
1556,键盘,1,87 44 86
9651,电脑,10,36 52 98
1656,矿泉水,59,21 41 17
9554,帽子,75,38 66 93
6061,茶叶,33,50 97 55
2556,椅子,50,57 33 41
9752,矿泉水,72,78 42 95
3956,矿泉水,66,83 19 44
3756,矿泉水,64,12 60 8
1169,蛋黄派,71,97 99 75
9863,苹果,10,79 56 81
10051,薯片,23,41 3 85
4154,帽子,22,15 48 18
9953,垃圾袋,65,18 37 93
1256,垃圾袋,94,27 55 83
6452,键盘,70,60 91 84
6257,香蕉,73,69 65 80
1754,苹果,22,82 40 5
2755,上衣,58,15 69 19
2662,茶叶,73,43 67 89
6355,上衣,82,28 17 27
2853,矿泉水,56,90 35 35
4055,薯片,46,4 2 45
6553,书,81,54 89 81
6968,椅子,19,82 37 43
7054,香蕉,26,4 92 26
7256,上衣,83,73 34 29
1955,上衣,40,87 48 66
7850,电脑,6,65 67 41
2056,上衣,46,47 34 83
1362,香蕉,96,75 100 68
7952,茶叶,35,67 53 30
8052,茶叶,64,47 76 69
2188,椅子,36,94 55 9
3254,薯片,57,73 64 51
1881,蛋黄派,82,18 88 91
5055,帽子,91,66 28 19
7368,垃圾袋,62,24 57 97
8155,帽子,27,25 62 100
3055,蛋黄派,97,16 64 34
3358,帽子,69,98 18 59
3359,蛋黄派,93,28 86 82
5850,蛋黄派,96,39 84 58
9050,矿泉水,58,1 59 10
1057,电脑,49,46 99 55
5949,香蕉,16,94 29 21
3153,椅子,83,4 44 10
9355,苹果,57,81 14 75
3856,苹果,19,76 67 54
9152,蛋黄派,91,26 31 57
4259,蛋黄派,46,16 47 71
7453,电脑,40,13 39 46
7159,椅子,49,44 43 84
6652,矿泉水,44,3 3 52
4351,矿泉水,8,73 46 55
657,电脑,63,31 10 61
365,薯片,15,80 74 12
2963,薯片,97,35 93 98
4448,苹果,43,15 17 55
6754,苹果,67,24 50 10
4554,帽子,75,93 29 74
4654,矿泉水,54,38 77 99
4949,蛋黄派,28,89 37 89
856,帽子,93,66 69 52
4872,椅子,66,17 82 2
5163,苹果,70,38 39 23
9257,帽子,40,16 56 4
2251,书,25,97 87 10
959,电脑,60,70 13 98
7551,薯片,34,80 10 62
8546,蛋黄派,46,58 23 28
7655,蛋黄派,29,100 28 95
7756,键盘,70,37 1 16
3471,矿泉水,72,78 43 32
8250,矿泉水,52,78 33 83
458,茶叶,69,3 63 24
1458,茶叶,78,95 8 40
260,帽子,25,71 96 46
8352,上衣,85,3 22 45
8454,电脑,16,56 1 8
4755,书,35,76 1 50
3554,蛋黄派,43,49 16 48
8654,茶叶,99,14 28 94
8750,茶叶,74,15 21 25
2363,矿泉水,54,82 16 84
2453,薯片,11,75 13 95
6852,电脑,82,10 51 75
8854,上衣,16,29 61 26
5554,香蕉,26,81 61 95
5360,垃圾袋,6,7 82 57
8953,电脑,77,6 69 32
3654,苹果,61,75 64 81
559,帽子,83,5 21 48
9453,电脑,61,37 61 92
762,书,3,62 60 59
165,电脑,100,71 75 17
5657,书,68,61 53 98
5755,电脑,32,47 28 42
5476,书,2,46 62 86
6158,苹果,20,5 79 19
1557,薯片,21,96 21 54
9652,键盘,63,24 6 14
1657,茶叶,90,86 32 68
9555,苹果,22,62 100 89
6062,键盘,54,92 2 88
2557,矿泉水,42,97 22 4
9753,上衣,74,72 14 10
3957,茶叶,62,3 9 78
3757,苹果,81,87 86 67
1170,帽子,95,23 95 39
9864,苹果,100,86 56 23
10052,香蕉,19,14 12 23
4155,垃圾袋,97,95 3 34
9954,键盘,55,89 80 91
1257,蛋黄派,41,76 87 95
6453,薯片,29,16 22 67
6258,椅子,97,55 62 33
1755,矿泉水,62,80 68 86
2756,上衣,39,98 37 11
2663,茶叶,69,92 81 10
6356,键盘,55,75 6 33
2854,椅子,95,77 48 18
4056,上衣,94,61 78 12
6554,椅子,63,57 3 42
6969,上衣,78,40 84 25
7055,键盘,60,88 65 34
7257,茶叶,14,37 92 28
1956,垃圾袋,44,49 10 96
7851,帽子,68,22 99 79
2057,茶叶,17,71 19 56
1363,键盘,32,72 60 4
7953,香蕉,37,52 91 12
8053,书,19,63 83 37
2189,上衣,53,100 33 27
3255,电脑,15,64 63 21
1882,苹果,42,39 93 18
5056,矿泉水,28,13 84 8
7369,蛋黄派,99,72 46 9
8156,书,11,50 63 55
3056,苹果,33,69 82 83
5252,苹果,11,53 85 47
3360,书,91,61 5 20
5851,苹果,38,99 63 67
9051,垃圾袋,77,91 79 36
1058,椅子,46,37 25 27
1059,电脑,56,23 95 47
1060,矿泉水,25,79 62 10
9356,椅子,54,6 61 99
3857,电脑,74,25 45 34
9153,苹果,14,83 48 54
4260,垃圾袋,9,24 53 51
7454,键盘,48,79 40 87
7160,蛋黄派,26,26 36 5
6653,书,67,11 14 47
4352,椅子,77,43 91 65
4353,上衣,25,10 70 75
658,香蕉,20,63 4 70
659,书,8,8 50 58
660,香蕉,36,3 97 51
661,帽子,51,12 30 96
662,蛋黄派,62,99 21 89
663,茶叶,55,49 16 21
664,帽子,3,61 23 12
665,矿泉水,30,54 87 38
666,矿泉水,33,47 96 16
667,上衣,92,14 48 6
668,茶叶,97,59 21 10
669,帽子,95,58 40 47
2964,薯片,25,10 1 73
960,书,47,20 5 19
961,上衣,26,52 69 5
962,椅子,52,70 32 35
963,书,8,59 38 70
964,上衣,28,44 27 88
965,薯片,67,14 30 29
966,矿泉水,59,56 70 33
967,矿泉水,82,34 40 35
968,茶叶,5,70 18 35
8547,帽子,47,96 1 95
8455,矿泉水,22,42 99 21
4756,上衣,45,11 25 10
3555,帽子,54,58 53 84
8655,椅子,80,89 49 57
8751,蛋黄派,41,45 5 15
2364,上衣,54,31 56 92
2454,蛋黄派,67,29 81 88
6853,垃圾袋,4,93 47 59
8855,椅子,11,90 43 38
5555,薯片,67,97 2 99
5361,上衣,17,62 29 84
8954,茶叶,60,59 85 77
3655,帽子,24,56 20 41
560,书,83,2 90 25
9454,蛋黄派,64,13 99 93
763,帽子,28,3 19 33
166,电脑,78,21 83 69
5658,蛋黄派,63,76 98 10
5756,矿泉水,35,24 4 40
5477,蛋黄派,62,27 45 67
6159,书,28,8 97 91
1558,茶叶,48,6 54 91
9653,键盘,20,37 86 51
1658,矿泉水,18,95 78 74
9556,椅子,45,94 44 2
6063,椅子,28,81 5 44
2558,茶叶,48,37 91 48
9754,椅子,91,68 7 30
3958,香蕉,72,93 39 52
3758,薯片,96,90 1 35
1171,茶叶,65,21 20 91
9865,帽子,42,94 47 8
10053,帽子,95,23 7 3
4156,电脑,47,39 32 35
9955,帽子,63,85 57 82
1258,垃圾袋,89,36 93 36
6454,帽子,75,29 64 17
6259,矿泉水,4,34 66 86
1756,茶叶,6,92 48 36
2757,苹果,76,2 83 82
2664,矿泉水,23,76 33 42
6357,书,87,74 11 41
2855,薯片,43,44 45 8
2856,苹果,59,16 34 6
2857,椅子,70,19 70 50
2858,上衣,54,22 35 80
4057,椅子,73,4 51 58
7258,电脑,84,29 24 33
1957,帽子,19,90 96 26
7852,电脑,38,61 44 22
2058,垃圾袋,43,70 16 68
1364,上衣,81,43 55 67
7954,薯片,4,23 55 40
8054,键盘,65,7 36 77
2190,矿泉水,53,73 98 90
3256,书,29,62 8 52
1883,上衣,63,86 79 28
5057,薯片,53,27 65 41
7370,矿泉水,94,49 27 49
8157,书,22,70 32 76
3057,键盘,13,74 33 48
5253,帽子,70,93 49 12
3361,帽子,18,14 57 52
5852,苹果,36,61 78 28
9052,矿泉水,65,79 19 58
5950,蛋黄派,93,25 27 78
3154,电脑,62,95 33 9
1061,书,64,8 2 98
9357,茶叶,47,21 6 29
3858,苹果,12,51 85 30
9154,茶叶,21,16 79 32
4261,香蕉,99,83 85 12
7455,电脑,91,86 32 7
7161,帽子,95,9 69 54
6654,香蕉,23,31 78 23
366,书,77,62 30 74
4354,蛋黄派,87,71 28 63
670,帽子,15,9 20 57
5164,椅子,94,42 27 12
9258,垃圾袋,35,11 47 26
4449,香蕉,6,91 20 73
6755,垃圾袋,5,12 59 84
4555,香蕉,4,36 32 21
4655,电脑,88,63 2 87
4950,上衣,42,96 89 21
857,键盘,49,78 24 97
4873,椅子,31,93 52 39
2252,矿泉水,85,45 41 21
7552,薯片,17,20 32 97
2965,蛋黄派,45,3 37 11
7656,键盘,64,59 15 45
7757,香蕉,4,56 19 100
3472,椅子,98,65 55 53
8251,香蕉,6,65 95 62
459,蛋黄派,25,73 68 66
1459,垃圾袋,4,62 53 20
261,椅子,81,75 91 67
8353,苹果,24,72 14 99
969,苹果,86,42 14 77
8548,椅子,10,5 60 81
8456,蛋黄派,56,6 56 60
4757,椅子,72,86 27 58
3556,蛋黄派,21,1 89 69
8656,茶叶,20,30 34 95
8752,帽子,19,7 76 57
2365,帽子,53,11 30 40
2455,垃圾袋,50,5 91 24
6854,蛋黄派,31,16 33 63
8856,茶叶,94,15 64 98
5556,蛋黄派,38,56 7 26
5362,帽子,88,3 10 90
8955,帽子,70,60 49 28
3656,香蕉,46,96 60 92
561,椅子,38,5 53 3
9455,电脑,63,5 33 26
764,键盘,91,66 90 8
167,苹果,70,27 25 14
5659,键盘,73,36 18 67
5757,书,82,96 22 99
5478,垃圾袋,68,50 100 89
6160,上衣,13,98 76 22
1559,苹果,28,32 27 73
9654,键盘,7,63 22 86
1659,帽子,93,12 55 38
9557,上衣,22,6 43 70
6064,蛋黄派,62,24 53 61
2559,茶叶,35,43 25 63
9755,帽子,61,94 85 22
3959,键盘,2,51 17 51
3759,薯片,47,30 20 48
1172,上衣,24,78 14 54
9866,茶叶,59,90 5 100
10054,椅子,45,39 45 15
4157,椅子,14,18 79 80
9956,苹果,51,38 45 89
1259,矿泉水,9,5 77 69
6455,蛋黄派,87,34 5 24
6260,垃圾袋,59,19 42 42
1757,茶叶,29,93 82 25
2758,香蕉,41,1 30 5
2665,苹果,45,89 79 10
6358,茶叶,38,20 2 2
7056,垃圾袋,73,43 87 99
6555,矿泉水,3,92 72 35
6970,书,90,4 47 25
2859,茶叶,55,94 62 34
4058,上衣,47,44 97 24
7259,香蕉,26,80 94 26
1958,苹果,75,71 90 39
